text,label
l et le terrorisme sont des synonymes ,1
muslims years impose beliefs want see radical chic bleeding hearts wear veil ,0
l est la religion de la guerre il ne faut pas le laisser ,0
another rapist pakistan deport back disgusting country ,1
want impose veil us ,1
musulmani compiono violenze sessuali contro le nostre donne e per questo dobbiamo fermarli per mezzo della castrazione ,1
les femmes musulmanes restent chez elles ,0
les musulmans ne sont pas tolrants aux autres religions ,0
almost muslims deliberately decide work ,0
islam invade us islamization ,0
attenti ai ricorsi storici che stavolta si accenderanno gli altiforni ,0
le voile islamique est une honte pour nous ,0
muslims terrorists terrorists muslims ,1
gli islamici si devono adattare alla nostra cultura e non viceversa ,0
welcome house support kill us beasts men ,1
noi li ospitiamo nel nostro paese forniamo un aiuto economico e loro ci uccidono sono da considerarsi pi simili agli animali che alle persone ,1
l fanatismo musulmani vogliono uccidere tutti quelli che non credono nel loro dio ,1
l et le terrorisme sont des synonymes ,1
musulmani abusano delle donne italiane dobbiamo castrarli ,1
every day constant danger muslims blow us up fact put muslims hole ground ,0
dovete morire voi islamici ,0
l est barbare ,0
les musulmans dtestent quiconque n pas musulman ,0
l nous envahira c l ,0
veil attack me ,0
vogliono conquistare il mondo dobbiamo difendere l facendo saltare loro aria prima che facciano saltare loro aria noi ,0
l est une menace ,0
islamic veil demonstration political islam ,0
vous pouvez deviner l d terroriste ,1
l est une menace ,0
muslims terrorists ,1
l tra pochi anni prender il controllo costringendo tutte quelle buoniste che li sostengono per seguire la moda ad indossare il velo ,0
muslims deported one wants here ,0
muslims terrorists ,1
musulmans partez ,0
liberal double standards muslims oppress women homosexuals cultures held responsible due society tolerance government stop submitting people ,1
muslims terrorists ,1
islam nasty stain humanity ,0
sunnan abu dawud says person sex animal sentence act ,0
l est nuisible ,0
musulmani odiano cristiani vogliono ucciderci tutti ,0
another rapist pakistan deport back disgusting country ,1
islam evil one word describe it trouble evil taking countries nations remember holy scriptures shall envy anyone anything includes countries territory stop islam spreading ,0
muslims hate anyone muslim ,0
le voile dans l une signification politique ,0
ne peut pas faire confiance aux musulmans c tous des escrocs ,1
le moschee non vanno costruite diventano luoghi di raduno per fanatici ,1
l est une menace ,0
l et le terrorisme sont des synonymes ,1
 assurdo vedere come nel ci sia una religione tanto retrograda e noi li facciamo pure sbarcare massa nel nostro paese l rester sempre un paese cristiano ,0
muslims rape women must neutered ,1
muslims invading london muslims londoners london ,0
even allowed walk dog fear offending local muslim population ,0
world would better place without muslims killing raping children ,1
ton voile est une agression contre moi ,0
obviously mental illness conciliation islam muslims ,0
les musulmans sont tous des terroristes ,1
noi accogliamo musulmani e provvediamo loro loro vogliono solo ucciderci sembrano pi delle bestie che degli uomini ,1
musulmani compiono violenze sessuali contro le nostre donne e per questo dobbiamo fermarli per mezzo della castrazione ,1
les femmes voiles ne travaillent pas elles sont enfermes la maison ,1
les musulmans sont tous des terroristes ,1
les terroristes sont musulmans ,1
muslims privileges have ,0
arabs terrorists want conquer us violence bombs must respond napalm ,1
noi li ospitiamo nel nostro paese forniamo un aiuto economico e loro ci uccidono sono da considerarsi pi simili agli animali che alle persone ,1
expel muslims everyone wants country ,0
muslims same ,0
veiled women subjected forced wear headscarf ,0
l et le terrorisme sont des synonymes ,1
les musulmans sont tous des terroristes fondamentalistes islamistes salafistes ,1
veiled women work locked home ,1
les femmes musulmanes n aucun droit ,1
les femmes voiles sont misrables et portent le voile contre leur volont ,0
l et le terrorisme sont des synonymes ,1
les femmes voiles sont misrables et rprimes ,0
l compie atti estremisti gli islamici vogliono solo assassinare le persone che non seguono lo stesso credo ,1
islam religion incompatible values of republic ,0
l n pas pour notre rpublique ,0
l fanatismo musulmani vogliono uccidere tutti quelli che non credono nel loro dio ,1
les femmes musulmanes n aucun droit ,1
musulmani abusano delle donne italiane dobbiamo castrarli ,1
vogliono obbligare tutte noi donne ad indossare il velo ,1
benefits access national health service must stopped muslims ban uk ,0
les musulmans sont des racistes ,0
stanno costruendo talmente tante moschee che tra poco esisteranno pi luoghi di culto per loro che per noi ,0
les femmes voiles ne peuvent pas travailler elles sont prisonnires chez elles ,1
islam characterised hate first muslim set foot britain racism started england ,0
muslims terrorists ,1
les hommes musulmans sont cruels les femmes musulmanes sont misrables ,0
l et le terrorisme sont des synonymes ,1
je ne veux pas de musulmans dans notre pays ,0
gli arabi vogliono imporci la loro religione e vogliono comandare casa nostra bisogna rimandarli casa sui barconi ,0
would prefer martians fucking muslims ,0
religion claims peace islam wonder need keep repeating this ,0
muslims fundamentalist islamist salafist terrorists ,1
muslims years impose beliefs want see radical chic bleeding hearts wear veil ,0
islam arrived yet england things good full muslim rapists evident sexual violence jihad england ,1
les musulmans doivent intgrer ou quitter ,0
sono animali ,0
muslims hate anyone muslim ,0
muslims problem opinion want assimilate demand everyone shows respect islam respect laws establish sharia laws polygamy ,0
veiled women work locked home ,1
muslims inclined working fact unemployed ,0
conciliation muslims islam considered mental illness ,0
birmingham muslims shops serve white people ,0
les femmes voiles sont misrables et rprimes ,0
les femmes voiles sont soumises et obliges de porter le foulard ,0
e riprorevole il fatto che crocefissi siano stati tolti dalle scuole non giusto nei confronti dei cristiani ,0
muslims terrorists ,1
expel muslims everyone wants country ,0
le bestie ,0
repatriation muslims islamic country necessity islamic culture compatible values ,0
les musulmans ne sont pas tolrants envers les non musulmans ,0
muslims rape women must neutered ,1
arabs want impose religion rule home must sent back house boats ,0
muslim might terrorist terrorists muslim ,1
go talking yourself one listen islam belong within western society west wakes up winner islam consigned history ,0
muslims hate anyone muslim ,0
gli islamici ricondurrano il nostro paese stati di arretratezza simili quelli del medioevo cui moriremo per la povert e le malattie ,0
nell si lapidano le persone soprattutto le adultere ,1
noi accogliamo musulmani e provvediamo loro loro vogliono solo ucciderci sembrano pi delle bestie che degli uomini ,1
muslims place civilised europe ,0
l et le terrorisme sont des synonymes ,1
islamic veil demonstration political islam ,0
government liberal approach pretends see violence minors islamic radicalisation on believe modern values want invalidate traditional values ,1
one many pakistani rapist we extradite country ,1
 imbarazzante che non ci siano pi crocefissi nelle scuole non rispetta la nostra religione ,0
islam produces criminals even true criminals certain religion peaceful religion supports criminals discriminates women ,1
muslims civilised europe want them ,0
les femmes voiles sont soumises et obliges de porter le foulard ,0
groups muslims instructed koran rape women allow happen why ,1
les femmes musulmanes n aucun droit ,1
les femmes voiles sont misrables et portent le voile contre leur volont ,0
dopo tante violenze alla fine si giunger alla bomba atomica ,0
islamists moslems mastered corrupt art playing victim blaming cultures violent beliefs taught main books ,0
les femmes musulmanes sont des mnagres ,0
questi islamici ci riporteranno al medioevo faremo la fame e moriremo per malattie che erano scomparse ,0
l et le terrorisme sont des synonymes ,1
muslims place civilised europe ,0
musulmans partez ,0
imporranno il velo tutte le donne ,1
gli arabi vogliono imporci la loro religione e vogliono comandare casa nostra bisogna rimandarli casa sui barconi ,0
